time,gFx,gFy,gFz,TgF
0.003000,0.1791,0.9646,0.0577,0.983
0.003000,0.1713,0.9619,0.0435,0.978
0.004000,0.1664,0.9626,0.0408,0.978
0.004000,0.1542,0.9638,0.0459,0.977
0.004000,0.1434,0.9680,0.0633,0.981
0.005000,0.1388,0.9724,0.0726,0.985
0.005000,0.1302,0.9733,0.0833,0.986
0.005000,0.1231,0.9780,0.0867,0.990
0.006000,0.1178,0.9787,0.0858,0.990
0.008000,0.1185,0.9763,0.0833,0.987
0.009000,0.1273,0.9667,0.0748,0.978
0.011000,0.1422,0.9621,0.0674,0.975
0.013000,0.1510,0.9626,0.0630,0.976
0.024000,0.1669,0.9653,0.0584,0.981
0.024000,0.1783,0.9663,0.0584,0.984
0.025000,0.1837,0.9667,0.0596,0.986
0.025000,0.1884,0.9660,0.0594,0.986
0.025000,0.1889,0.9672,0.0533,0.987
0.026000,0.1876,0.9692,0.0457,0.988
0.031000,0.1835,0.9707,0.0410,0.989
0.032000,0.1786,0.9711,0.0330,0.988
0.032000,0.1752,0.9738,0.0303,0.990
0.041000,0.1740,0.9736,0.0298,0.989
0.042000,0.1722,0.9736,0.0332,0.989
0.042000,0.1725,0.9719,0.0388,0.988
0.043000,0.1730,0.9719,0.0408,0.988
0.043000,0.1749,0.9709,0.0447,0.988
0.044000,0.1783,0.9707,0.0462,0.988
0.045000,0.1793,0.9689,0.0467,0.987
0.047000,0.1825,0.9689,0.0452,0.987
0.052000,0.1857,0.9663,0.0437,0.985
0.053000,0.1849,0.9636,0.0469,0.982
0.053000,0.1845,0.9628,0.0486,0.982
0.055000,0.1827,0.9621,0.0542,0.981
0.057000,0.1788,0.9619,0.0581,0.980
0.059000,0.1779,0.9611,0.0599,0.979
0.061000,0.1774,0.9580,0.0630,0.976
0.063000,0.1764,0.9555,0.0652,0.974
0.065000,0.1776,0.9514,0.0662,0.970
0.068000,0.1786,0.9506,0.0640,0.969
0.069000,0.1815,0.9482,0.0652,0.968
0.071000,0.1823,0.9467,0.0638,0.966
0.073000,0.1813,0.9465,0.0652,0.966
0.076000,0.1805,0.9457,0.0687,0.965
0.077000,0.1813,0.9477,0.0730,0.968
0.079000,0.1813,0.9489,0.0733,0.969
0.081000,0.1805,0.9496,0.0713,0.969
0.083000,0.1781,0.9533,0.0665,0.972
0.085000,0.1762,0.9543,0.0652,0.973
0.087000,0.1715,0.9558,0.0633,0.973
0.089000,0.1674,0.9582,0.0630,0.975
0.091000,0.1622,0.9631,0.0640,0.979
0.093000,0.1600,0.9636,0.0640,0.979
0.095000,0.1581,0.9660,0.0640,0.981
0.097000,0.1568,0.9694,0.0628,0.984
0.100000,0.1542,0.9707,0.0613,0.985
0.102000,0.1515,0.9738,0.0594,0.987
0.103000,0.1483,0.9729,0.0608,0.986
0.105000,0.1463,0.9731,0.0613,0.986
0.108000,0.1417,0.9775,0.0616,0.990
0.109000,0.1341,0.9809,0.0645,0.992
0.112000,0.1295,0.9817,0.0652,0.992
0.113000,0.1283,0.9814,0.0674,0.992
0.115000,0.1285,0.9807,0.0694,0.991
0.129000,0.1324,0.9812,0.0709,0.993
0.130000,0.1353,0.9804,0.0706,0.992
0.130000,0.1417,0.9802,0.0684,0.993
0.130000,0.1478,0.9792,0.0640,0.992
0.131000,0.1556,0.9760,0.0579,0.990
0.131000,0.1590,0.9746,0.0559,0.989
0.132000,0.1669,0.9721,0.0550,0.988
0.132000,0.1732,0.9697,0.0513,0.986
0.134000,0.1757,0.9689,0.0506,0.986
0.136000,0.1764,0.9682,0.0454,0.985
0.137000,0.1740,0.9692,0.0472,0.986
0.139000,0.1727,0.9704,0.0469,0.987
0.141000,0.1683,0.9731,0.0469,0.989
0.147000,0.1642,0.9721,0.0474,0.987
0.148000,0.1620,0.9729,0.0472,0.987
0.148000,0.1595,0.9755,0.0496,0.990
0.161000,0.1581,0.9755,0.0523,0.990
0.162000,0.1578,0.9741,0.0533,0.988
0.162000,0.1583,0.9741,0.0530,0.988
0.163000,0.1583,0.9748,0.0540,0.989
0.163000,0.1573,0.9738,0.0569,0.988
0.164000,0.1573,0.9733,0.0581,0.988
0.164000,0.1568,0.9724,0.0594,0.987
0.164000,0.1578,0.9721,0.0599,0.987
0.165000,0.1576,0.9726,0.0579,0.987
0.169000,0.1588,0.9731,0.0552,0.988
0.170000,0.1615,0.9689,0.0503,0.984
0.171000,0.1632,0.9670,0.0486,0.982
0.173000,0.1637,0.9660,0.0484,0.981
0.176000,0.1652,0.9655,0.0503,0.981
0.177000,0.1678,0.9653,0.0535,0.981
0.179000,0.1693,0.9636,0.0542,0.980
0.181000,0.1713,0.9599,0.0557,0.977
0.183000,0.1740,0.9577,0.0596,0.975
0.185000,0.1747,0.9562,0.0603,0.974
0.187000,0.1747,0.9543,0.0630,0.972
0.189000,0.1740,0.9514,0.0650,0.969
0.191000,0.1725,0.9492,0.0674,0.967
0.193000,0.1705,0.9492,0.0677,0.967
0.195000,0.1688,0.9484,0.0689,0.966
0.197000,0.1715,0.9465,0.0713,0.965
0.209000,0.1722,0.9460,0.0730,0.964
0.210000,0.1742,0.9511,0.0755,0.970
0.210000,0.1781,0.9531,0.0801,0.973
0.211000,0.1823,0.9514,0.0789,0.972
0.211000,0.1891,0.9479,0.0735,0.969
0.212000,0.1908,0.9523,0.0689,0.974
0.212000,0.1869,0.9582,0.0618,0.978
0.213000,0.1825,0.9589,0.0586,0.978
0.215000,0.1703,0.9648,0.0584,0.981
0.218000,0.1583,0.9699,0.0584,0.984
0.219000,0.1534,0.9726,0.0599,0.986
0.221000,0.1424,0.9819,0.0613,0.994
0.223000,0.1317,0.9870,0.0591,0.998
0.227000,0.1280,0.9880,0.0564,0.998
0.228000,0.1278,0.9856,0.0550,0.995
0.229000,0.1319,0.9841,0.0540,0.994
0.233000,0.1385,0.9843,0.0564,0.996
0.242000,0.1424,0.9853,0.0579,0.997
0.243000,0.1488,0.9848,0.0591,0.998
0.243000,0.1559,0.9829,0.0599,0.997
0.244000,0.1586,0.9809,0.0596,0.995
0.244000,0.1615,0.9809,0.0564,0.996
0.244000,0.1571,0.9795,0.0533,0.993
0.245000,0.1534,0.9797,0.0474,0.993
0.247000,0.1529,0.9802,0.0437,0.993
0.250000,0.1500,0.9814,0.0430,0.994
0.251000,0.1510,0.9799,0.0437,0.992
0.253000,0.1561,0.9785,0.0442,0.992
0.255000,0.1634,0.9748,0.0489,0.990
0.257000,0.1710,0.9729,0.0520,0.989
0.259000,0.1740,0.9699,0.0528,0.987
0.261000,0.1769,0.9667,0.0557,0.984
0.263000,0.1732,0.9658,0.0559,0.983
0.265000,0.1715,0.9660,0.0552,0.983
0.267000,0.1683,0.9641,0.0535,0.980
0.269000,0.1622,0.9641,0.0530,0.979
0.271000,0.1608,0.9624,0.0542,0.977
0.273000,0.1642,0.9616,0.0550,0.977
0.275000,0.1698,0.9611,0.0564,0.978
0.277000,0.1722,0.9611,0.0574,0.978
0.279000,0.1730,0.9604,0.0581,0.978
0.281000,0.1735,0.9594,0.0584,0.977
0.283000,0.1730,0.9587,0.0589,0.976
0.285000,0.1722,0.9580,0.0579,0.975
0.287000,0.1713,0.9558,0.0572,0.973
0.289000,0.1749,0.9548,0.0581,0.972
0.291000,0.1759,0.9562,0.0601,0.974
0.293000,0.1801,0.9567,0.0603,0.975
0.295000,0.1830,0.9550,0.0616,0.974
0.297000,0.1874,0.9523,0.0662,0.973
0.302000,0.1906,0.9511,0.0652,0.972
0.303000,0.1947,0.9504,0.0633,0.972
0.303000,0.1918,0.9545,0.0599,0.975
0.305000,0.1893,0.9587,0.0574,0.979
0.312000,0.1854,0.9599,0.0516,0.979
0.313000,0.1779,0.9616,0.0476,0.979
0.313000,0.1686,0.9648,0.0496,0.981
0.314000,0.1622,0.9682,0.0511,0.983
0.329000,0.1468,0.9741,0.0542,0.987
0.330000,0.1366,0.9804,0.0569,0.992
0.330000,0.1336,0.9821,0.0574,0.993
0.330000,0.1310,0.9824,0.0594,0.993
0.330000,0.1310,0.9829,0.0645,0.994
0.331000,0.1334,0.9814,0.0662,0.993
0.331000,0.1385,0.9807,0.0687,0.993
0.331000,0.1449,0.9785,0.0735,0.992
0.332000,0.1481,0.9777,0.0748,0.992
0.336000,0.1522,0.9775,0.0748,0.992
0.336000,0.1539,0.9765,0.0696,0.991
0.337000,0.1561,0.9748,0.0647,0.989
0.339000,0.1561,0.9753,0.0601,0.990
0.341000,0.1576,0.9753,0.0530,0.989
0.343000,0.1571,0.9755,0.0503,0.989
0.345000,0.1576,0.9748,0.0498,0.989
0.347000,0.1564,0.9753,0.0501,0.989
0.350000,0.1578,0.9758,0.0494,0.990
0.351000,0.1588,0.9741,0.0506,0.988
0.353000,0.1603,0.9709,0.0533,0.985
0.355000,0.1598,0.9704,0.0550,0.985
0.357000,0.1600,0.9689,0.0552,0.984
0.359000,0.1603,0.9675,0.0545,0.982
0.361000,0.1610,0.9663,0.0533,0.981
0.363000,0.1617,0.9650,0.0591,0.980
0.365000,0.1615,0.9650,0.0618,0.980
0.367000,0.1639,0.9638,0.0638,0.980
0.369000,0.1654,0.9624,0.0650,0.979
0.371000,0.1661,0.9633,0.0645,0.980
0.373000,0.1661,0.9648,0.0616,0.981
0.376000,0.1671,0.9655,0.0589,0.982
0.377000,0.1652,0.9670,0.0596,0.983
0.379000,0.1622,0.9682,0.0603,0.984
0.381000,0.1590,0.9694,0.0594,0.984
0.383000,0.1576,0.9687,0.0577,0.983
0.385000,0.1564,0.9689,0.0567,0.983
0.387000,0.1566,0.9716,0.0559,0.986
0.389000,0.1556,0.9729,0.0542,0.987
0.391000,0.1554,0.9724,0.0537,0.986
0.393000,0.1588,0.9707,0.0537,0.985
0.395000,0.1620,0.9707,0.0547,0.986
0.397000,0.1647,0.9702,0.0550,0.986
0.402000,0.1659,0.9697,0.0555,0.985
0.402000,0.1669,0.9687,0.0601,0.985
0.403000,0.1686,0.9672,0.0589,0.984
0.405000,0.1686,0.9670,0.0581,0.983
0.408000,0.1674,0.9667,0.0606,0.983
0.409000,0.1649,0.9667,0.0608,0.983
0.411000,0.1632,0.9672,0.0616,0.983
0.413000,0.1576,0.9685,0.0623,0.983
0.417000,0.1571,0.9707,0.0603,0.985
0.417000,0.1561,0.9707,0.0589,0.985
0.419000,0.1573,0.9702,0.0584,0.985
0.421000,0.1608,0.9687,0.0594,0.984
0.423000,0.1615,0.9689,0.0594,0.984
0.425000,0.1605,0.9672,0.0599,0.982
0.427000,0.1581,0.9682,0.0586,0.983
0.429000,0.1583,0.9672,0.0591,0.982
0.431000,0.1588,0.9655,0.0611,0.980
0.433000,0.1593,0.9646,0.0640,0.980
0.435000,0.1627,0.9628,0.0655,0.979
0.437000,0.1608,0.9665,0.0655,0.982
0.439000,0.1568,0.9670,0.0652,0.982
0.441000,0.1556,0.9672,0.0650,0.982
0.443000,0.1564,0.9687,0.0669,0.984
0.445000,0.1566,0.9675,0.0672,0.982
0.447000,0.1576,0.9663,0.0660,0.981
0.449000,0.1612,0.9633,0.0638,0.979
0.451000,0.1644,0.9628,0.0621,0.979
0.453000,0.1705,0.9621,0.0625,0.979
0.455000,0.1764,0.9614,0.0635,0.979
0.457000,0.1781,0.9616,0.0643,0.980
0.459000,0.1786,0.9611,0.0635,0.980
0.461000,0.1759,0.9616,0.0603,0.979
0.463000,0.1722,0.9655,0.0577,0.982
0.465000,0.1678,0.9670,0.0555,0.983
0.467000,0.1600,0.9687,0.0506,0.983
0.469000,0.1561,0.9689,0.0457,0.983
0.471000,0.1551,0.9697,0.0457,0.983
0.473000,0.1520,0.9733,0.0445,0.986
0.475000,0.1529,0.9760,0.0491,0.989
0.477000,0.1568,0.9748,0.0559,0.989
0.479000,0.1605,0.9741,0.0584,0.989
0.481000,0.1686,0.9721,0.0633,0.989
0.483000,0.1720,0.9711,0.0640,0.988
0.485000,0.1737,0.9704,0.0633,0.988
0.487000,0.1735,0.9687,0.0603,0.986
0.490000,0.1703,0.9692,0.0550,0.986
0.492000,0.1681,0.9699,0.0530,0.986
0.493000,0.1642,0.9726,0.0494,0.988
0.496000,0.1603,0.9721,0.0496,0.986
0.498000,0.1600,0.9689,0.0501,0.983
0.501000,0.1605,0.9689,0.0506,0.983
0.502000,0.1664,0.9670,0.0506,0.983
0.503000,0.1715,0.9646,0.0530,0.981
0.505000,0.1735,0.9638,0.0542,0.981
0.507000,0.1759,0.9633,0.0550,0.981
0.510000,0.1766,0.9648,0.0547,0.982
0.513000,0.1764,0.9636,0.0545,0.981
0.515000,0.1742,0.9643,0.0564,0.982
0.539000,0.1678,0.9650,0.0591,0.981
0.542000,0.1659,0.9638,0.0608,0.980
0.543000,0.1634,0.9631,0.0618,0.979
0.545000,0.1637,0.9641,0.0625,0.980
0.546000,0.1659,0.9626,0.0606,0.979
0.548000,0.1674,0.9611,0.0618,0.978
0.550000,0.1703,0.9609,0.0635,0.978
0.551000,0.1722,0.9582,0.0643,0.976
0.553000,0.1725,0.9592,0.0638,0.977
0.554000,0.1715,0.9604,0.0645,0.978
0.556000,0.1720,0.9604,0.0621,0.978
0.557000,0.1727,0.9570,0.0625,0.974
0.558000,0.1762,0.9565,0.0616,0.975
0.562000,0.1771,0.9560,0.0599,0.974
0.562000,0.1732,0.9609,0.0591,0.978
0.563000,0.1708,0.9619,0.0591,0.979
0.564000,0.1678,0.9611,0.0567,0.977
0.566000,0.1620,0.9611,0.0591,0.976
0.567000,0.1600,0.9624,0.0621,0.978
0.568000,0.1532,0.9646,0.0640,0.979
0.568000,0.1478,0.9689,0.0645,0.982
0.570000,0.1446,0.9704,0.0652,0.983
0.570000,0.1388,0.9707,0.0667,0.983
0.570000,0.1336,0.9751,0.0674,0.986
0.571000,0.1288,0.9802,0.0652,0.991
0.571000,0.1288,0.9812,0.0662,0.992
0.572000,0.1295,0.9812,0.0665,0.992
0.572000,0.1361,0.9797,0.0647,0.991
0.573000,0.1393,0.9787,0.0643,0.991
0.574000,0.1451,0.9812,0.0621,0.994
0.575000,0.1505,0.9841,0.0559,0.997
0.578000,0.1520,0.9868,0.0530,1.000
0.580000,0.1534,0.9882,0.0489,1.001
0.582000,0.1520,0.9892,0.0450,1.002
0.584000,0.1500,0.9907,0.0413,1.003
0.585000,0.1485,0.9929,0.0403,1.005
0.587000,0.1429,0.9934,0.0396,1.004
0.589000,0.1366,0.9958,0.0381,1.006
0.591000,0.1336,0.9968,0.0398,1.007
0.593000,0.1273,0.9961,0.0454,1.005
0.595000,0.1229,0.9929,0.0518,1.002
0.597000,0.1239,0.9890,0.0562,0.998
0.604000,0.1295,0.9858,0.0674,0.997
0.605000,0.1395,0.9797,0.0755,0.992
0.606000,0.1564,0.9741,0.0792,0.990
0.606000,0.1654,0.9685,0.0804,0.986
0.608000,0.1771,0.9594,0.0823,0.979
0.610000,0.1869,0.9523,0.0809,0.974
0.612000,0.1913,0.9482,0.0809,0.971
0.613000,0.1979,0.9435,0.0770,0.967
0.634000,0.1974,0.9428,0.0728,0.966
0.635000,0.1974,0.9426,0.0718,0.966
0.635000,0.1947,0.9438,0.0684,0.966
0.636000,0.1911,0.9460,0.0650,0.967
0.636000,0.1869,0.9487,0.0608,0.969
0.636000,0.1842,0.9489,0.0591,0.968
0.637000,0.1786,0.9509,0.0564,0.969
0.637000,0.1791,0.9536,0.0572,0.972
0.638000,0.1805,0.9550,0.0579,0.974
0.638000,0.1832,0.9538,0.0601,0.973
0.638000,0.1852,0.9545,0.0635,0.974
0.639000,0.1859,0.9543,0.0638,0.974
0.639000,0.1854,0.9545,0.0625,0.974
0.641000,0.1835,0.9589,0.0599,0.978
0.643000,0.1764,0.9626,0.0562,0.980
0.645000,0.1727,0.9650,0.0550,0.982
0.648000,0.1652,0.9685,0.0547,0.984
0.650000,0.1561,0.9711,0.0550,0.985
0.651000,0.1534,0.9731,0.0552,0.987
0.654000,0.1490,0.9775,0.0591,0.991
0.655000,0.1456,0.9804,0.0621,0.993
0.657000,0.1459,0.9804,0.0630,0.993
0.659000,0.1488,0.9780,0.0611,0.991
0.661000,0.1532,0.9743,0.0596,0.988
0.664000,0.1576,0.9743,0.0574,0.989
0.666000,0.1588,0.9751,0.0552,0.989
0.667000,0.1588,0.9758,0.0508,0.990
0.669000,0.1586,0.9773,0.0528,0.991
0.671000,0.1583,0.9770,0.0530,0.991
0.673000,0.1573,0.9755,0.0537,0.990
0.676000,0.1566,0.9746,0.0525,0.988
0.677000,0.1561,0.9741,0.0528,0.988
0.679000,0.1593,0.9738,0.0530,0.988
0.681000,0.1605,0.9733,0.0525,0.988
0.684000,0.1637,0.9729,0.0542,0.988
0.685000,0.1671,0.9721,0.0533,0.988
0.688000,0.1720,0.9689,0.0537,0.986
0.690000,0.1744,0.9653,0.0491,0.982
0.691000,0.1764,0.9638,0.0494,0.981
0.693000,0.1793,0.9638,0.0469,0.981
0.696000,0.1801,0.9624,0.0472,0.980
0.697000,0.1798,0.9606,0.0469,0.978
0.700000,0.1818,0.9606,0.0454,0.979
0.701000,0.1827,0.9587,0.0486,0.977
0.703000,0.1840,0.9575,0.0506,0.976
0.705000,0.1859,0.9570,0.0508,0.976
0.707000,0.1874,0.9553,0.0528,0.975
0.709000,0.1886,0.9565,0.0520,0.976
0.711000,0.1889,0.9565,0.0506,0.976
0.713000,0.1898,0.9567,0.0442,0.976
0.720000,0.1913,0.9560,0.0408,0.976
0.721000,0.1933,0.9560,0.0391,0.976
0.722000,0.1964,0.9540,0.0366,0.975
0.722000,0.1972,0.9545,0.0349,0.975
0.724000,0.1937,0.9567,0.0366,0.977
0.725000,0.1913,0.9582,0.0388,0.978
0.728000,0.1854,0.9616,0.0401,0.980
0.729000,0.1764,0.9646,0.0388,0.981
0.731000,0.1713,0.9655,0.0418,0.981
0.751000,0.1630,0.9677,0.0464,0.982
0.752000,0.1556,0.9726,0.0498,0.986
0.753000,0.1517,0.9741,0.0528,0.987
0.753000,0.1422,0.9768,0.0552,0.989
0.753000,0.1358,0.9807,0.0581,0.992
0.754000,0.1300,0.9843,0.0586,0.995
0.754000,0.1253,0.9861,0.0608,0.996
0.755000,0.1151,0.9875,0.0621,0.996
0.755000,0.1048,0.9904,0.0677,0.998
0.756000,0.1021,0.9909,0.0711,0.999
0.756000,0.1016,0.9887,0.0760,0.997
0.756000,0.1031,0.9873,0.0774,0.996
0.757000,0.1036,0.9892,0.0787,0.998
0.759000,0.1029,0.9953,0.0784,1.004
0.762000,0.1021,0.9946,0.0779,1.003
0.764000,0.0982,0.9963,0.0792,1.004
0.766000,0.0967,0.9973,0.0787,1.005
0.768000,0.0955,1.0005,0.0757,1.008
0.769000,0.0992,0.9997,0.0687,1.007
0.772000,0.1029,0.9983,0.0679,1.006
0.774000,0.1148,0.9941,0.0669,1.003
0.776000,0.1300,0.9880,0.0660,0.999
0.780000,0.1375,0.9848,0.0647,0.996
0.781000,0.1539,0.9790,0.0591,0.993
0.781000,0.1696,0.9736,0.0516,0.990
0.786000,0.1762,0.9680,0.0432,0.985
0.787000,0.1871,0.9648,0.0410,0.984
0.788000,0.1915,0.9616,0.0362,0.981
0.791000,0.1952,0.9597,0.0364,0.980
0.792000,0.1950,0.9594,0.0374,0.980
0.794000,0.1935,0.9570,0.0430,0.977
0.796000,0.1937,0.9565,0.0484,0.977
0.797000,0.1947,0.9558,0.0511,0.977
0.800000,0.1935,0.9570,0.0542,0.978
0.801000,0.1925,0.9533,0.0552,0.974
0.803000,0.1901,0.9536,0.0555,0.974
0.805000,0.1893,0.9540,0.0569,0.974
0.808000,0.1859,0.9550,0.0591,0.975
0.809000,0.1798,0.9540,0.0628,0.973
0.811000,0.1783,0.9536,0.0635,0.972
0.813000,0.1757,0.9536,0.0652,0.972
0.816000,0.1757,0.9521,0.0704,0.971
0.821000,0.1754,0.9506,0.0726,0.969
0.822000,0.1788,0.9482,0.0730,0.968
0.822000,0.1827,0.9457,0.0723,0.966
0.824000,0.1842,0.9445,0.0694,0.965
0.826000,0.1854,0.9440,0.0669,0.964
0.828000,0.1857,0.9440,0.0611,0.964
0.829000,0.1845,0.9455,0.0589,0.965
0.831000,0.1830,0.9457,0.0584,0.965
0.853000,0.1820,0.9470,0.0589,0.966
0.854000,0.1823,0.9457,0.0591,0.965
0.855000,0.1823,0.9462,0.0586,0.965
0.855000,0.1823,0.9494,0.0584,0.969
0.856000,0.1801,0.9499,0.0599,0.969
0.856000,0.1783,0.9550,0.0601,0.973
0.856000,0.1740,0.9577,0.0621,0.975
0.857000,0.1630,0.9628,0.0645,0.979
0.857000,0.1522,0.9685,0.0645,0.982
0.857000,0.1471,0.9719,0.0647,0.985
0.858000,0.1388,0.9758,0.0625,0.988
0.858000,0.1339,0.9790,0.0581,0.990
0.859000,0.1336,0.9807,0.0559,0.991
0.859000,0.1356,0.9831,0.0540,0.994
0.862000,0.1405,0.9858,0.0516,0.997
0.865000,0.1461,0.9870,0.0523,0.999
0.868000,0.1478,0.9865,0.0528,0.999
0.869000,0.1510,0.9856,0.0516,0.998
0.870000,0.1537,0.9843,0.0508,0.998
0.872000,0.1529,0.9843,0.0491,0.997
0.874000,0.1485,0.9865,0.0469,0.999
0.876000,0.1412,0.9914,0.0437,1.002
0.877000,0.1385,0.9946,0.0440,1.005
0.879000,0.1412,0.9912,0.0423,1.002
0.882000,0.1510,0.9834,0.0396,0.996
0.884000,0.1559,0.9829,0.0381,0.996
0.886000,0.1608,0.9839,0.0369,0.998
0.887000,0.1661,0.9824,0.0369,0.997
0.889000,0.1713,0.9792,0.0362,0.995
0.892000,0.1732,0.9775,0.0357,0.993
0.893000,0.1735,0.9758,0.0362,0.992
0.895000,0.1718,0.9736,0.0376,0.989
0.897000,0.1703,0.9736,0.0391,0.989
0.901000,0.1713,0.9709,0.0410,0.987
0.901000,0.1725,0.9665,0.0428,0.983
0.903000,0.1735,0.9653,0.0442,0.982
0.905000,0.1759,0.9626,0.0450,0.980
0.907000,0.1781,0.9604,0.0440,0.978
0.909000,0.1788,0.9580,0.0430,0.975
0.912000,0.1776,0.9580,0.0430,0.975
0.913000,0.1759,0.9584,0.0452,0.975
0.922000,0.1730,0.9589,0.0511,0.976
0.922000,0.1727,0.9589,0.0537,0.976
0.923000,0.1740,0.9577,0.0579,0.975
0.923000,0.1774,0.9550,0.0581,0.973
0.924000,0.1793,0.9536,0.0574,0.972
0.925000,0.1837,0.9499,0.0594,0.969
0.927000,0.1859,0.9494,0.0608,0.969
0.930000,0.1840,0.9494,0.0623,0.969
0.944000,0.1820,0.9489,0.0625,0.968
0.945000,0.1754,0.9501,0.0638,0.968
0.945000,0.1681,0.9543,0.0628,0.971
0.946000,0.1647,0.9548,0.0630,0.971
0.946000,0.1593,0.9592,0.0606,0.974
0.946000,0.1515,0.9655,0.0577,0.979
0.947000,0.1478,0.9697,0.0552,0.982
0.947000,0.1380,0.9785,0.0530,0.990
0.948000,0.1263,0.9834,0.0542,0.993
0.954000,0.1180,0.9892,0.0564,0.998
0.955000,0.1168,0.9902,0.0564,0.999
0.955000,0.1202,0.9895,0.0537,0.998
0.955000,0.1278,0.9892,0.0503,0.999
0.958000,0.1307,0.9895,0.0494,0.999
0.960000,0.1363,0.9907,0.0474,1.001
0.962000,0.1410,0.9875,0.0447,0.999
0.964000,0.1429,0.9858,0.0454,0.997
0.966000,0.1463,0.9853,0.0479,0.997
0.968000,0.1481,0.9839,0.0467,0.996
0.970000,0.1522,0.9814,0.0430,0.994
0.972000,0.1549,0.9812,0.0403,0.994
0.973000,0.1583,0.9804,0.0374,0.994
0.976000,0.1608,0.9782,0.0349,0.992
0.977000,0.1620,0.9770,0.0349,0.991
0.980000,0.1652,0.9753,0.0344,0.990
0.981000,0.1669,0.9733,0.0381,0.988
0.984000,0.1666,0.9719,0.0391,0.987
0.986000,0.1664,0.9704,0.0425,0.985
0.988000,0.1647,0.9672,0.0430,0.982
0.989000,0.1625,0.9638,0.0432,0.978
0.991000,0.1612,0.9633,0.0442,0.978
0.993000,0.1588,0.9621,0.0469,0.976
0.995000,0.1610,0.9577,0.0503,0.972
0.997000,0.1617,0.9560,0.0547,0.971
1.000000,0.1654,0.9548,0.0621,0.971
1.002000,0.1654,0.9538,0.0647,0.970
1.004000,0.1659,0.9540,0.0645,0.971
1.006000,0.1637,0.9545,0.0655,0.971
1.008000,0.1605,0.9558,0.0689,0.972
1.010000,0.1573,0.9560,0.0691,0.971
1.012000,0.1566,0.9558,0.0694,0.971
1.013000,0.1542,0.9558,0.0701,0.971
1.015000,0.1529,0.9572,0.0694,0.972
1.021000,0.1527,0.9570,0.0699,0.972
1.021000,0.1542,0.9562,0.0696,0.971
1.022000,0.1549,0.9594,0.0682,0.974
1.024000,0.1551,0.9594,0.0684,0.974
1.031000,0.1588,0.9589,0.0650,0.974
1.032000,0.1617,0.9597,0.0611,0.975
1.032000,0.1639,0.9616,0.0564,0.977
1.033000,0.1642,0.9621,0.0542,0.978
1.044000,0.1639,0.9663,0.0533,0.982
1.045000,0.1620,0.9694,0.0503,0.984
1.045000,0.1598,0.9719,0.0481,0.986
1.046000,0.1564,0.9753,0.0437,0.989
1.046000,0.1525,0.9782,0.0371,0.991
1.046000,0.1517,0.9792,0.0340,0.991
1.047000,0.1481,0.9814,0.0286,0.993
1.047000,0.1432,0.9814,0.0305,0.992
1.056000,0.1400,0.9804,0.0357,0.991
1.056000,0.1388,0.9804,0.0396,0.991
1.057000,0.1371,0.9792,0.0479,0.990
1.057000,0.1380,0.9773,0.0555,0.989
1.058000,0.1378,0.9760,0.0579,0.987
1.060000,0.1375,0.9743,0.0618,0.986
1.062000,0.1353,0.9741,0.0662,0.986
1.064000,0.1353,0.9748,0.0672,0.986
1.066000,0.1351,0.9731,0.0669,0.985
1.068000,0.1363,0.9733,0.0650,0.985
1.070000,0.1383,0.9689,0.0608,0.981
1.072000,0.1412,0.9667,0.0584,0.979
1.074000,0.1456,0.9677,0.0567,0.980
1.076000,0.1500,0.9660,0.0537,0.979
1.078000,0.1512,0.9655,0.0530,0.979
1.080000,0.1532,0.9660,0.0508,0.979
1.081000,0.1522,0.9685,0.0474,0.981
1.084000,0.1503,0.9704,0.0454,0.983
1.086000,0.1481,0.9719,0.0430,0.984
1.088000,0.1444,0.9738,0.0442,0.985
1.090000,0.1441,0.9768,0.0462,0.988
1.092000,0.1451,0.9787,0.0454,0.990
1.094000,0.1481,0.9792,0.0437,0.991
1.096000,0.1503,0.9809,0.0420,0.993
1.098000,0.1510,0.9812,0.0413,0.994
1.101000,0.1515,0.9804,0.0408,0.993
1.101000,0.1500,0.9802,0.0406,0.992
1.104000,0.1488,0.9809,0.0413,0.993
1.106000,0.1488,0.9809,0.0408,0.993
1.108000,0.1495,0.9817,0.0408,0.994
1.110000,0.1507,0.9797,0.0396,0.992
1.112000,0.1532,0.9787,0.0388,0.991
1.114000,0.1554,0.9738,0.0403,0.987
1.116000,0.1571,0.9716,0.0420,0.985
1.121000,0.1586,0.9719,0.0432,0.986
1.122000,0.1617,0.9726,0.0423,0.987
1.122000,0.1610,0.9711,0.0432,0.985
1.124000,0.1617,0.9709,0.0420,0.985
1.126000,0.1620,0.9687,0.0415,0.983
1.128000,0.1642,0.9648,0.0406,0.980
1.130000,0.1669,0.9628,0.0413,0.978
1.132000,0.1696,0.9606,0.0459,0.977
1.145000,0.1722,0.9580,0.0533,0.975
1.145000,0.1735,0.9553,0.0559,0.972
1.146000,0.1757,0.9545,0.0577,0.972
1.146000,0.1798,0.9516,0.0599,0.970
1.146000,0.1857,0.9482,0.0591,0.968
1.147000,0.1889,0.9487,0.0584,0.969
1.147000,0.1913,0.9506,0.0557,0.971
1.148000,0.1889,0.9538,0.0574,0.974
1.153000,0.1864,0.9604,0.0584,0.980
1.154000,0.1776,0.9648,0.0596,0.983
