time,gFx,gFy,gFz,TgF
0.003000,0.0054,0.9814,-0.0574,0.983
0.003000,0.0051,0.9809,-0.0579,0.983
0.004000,0.0093,0.9760,-0.0567,0.978
0.004000,0.0107,0.9751,-0.0579,0.977
0.004000,0.0122,0.9765,-0.0623,0.979
0.005000,0.0107,0.9773,-0.0601,0.979
0.005000,0.0090,0.9765,-0.0562,0.978
0.005000,0.0095,0.9768,-0.0555,0.978
0.032000,0.0103,0.9787,-0.0533,0.980
0.032000,0.0105,0.9765,-0.0506,0.978
0.033000,0.0115,0.9760,-0.0501,0.977
0.033000,0.0142,0.9755,-0.0513,0.977
0.033000,0.0176,0.9753,-0.0494,0.977
0.034000,0.0195,0.9746,-0.0484,0.976
0.034000,0.0203,0.9751,-0.0520,0.977
0.035000,0.0173,0.9760,-0.0547,0.978
0.036000,0.0137,0.9760,-0.0555,0.978
0.036000,0.0122,0.9758,-0.0552,0.977
0.037000,0.0088,0.9785,-0.0545,0.980
0.037000,0.0093,0.9799,-0.0533,0.981
0.037000,0.0100,0.9807,-0.0506,0.982
0.038000,0.0117,0.9814,-0.0498,0.983
0.038000,0.0142,0.9819,-0.0518,0.983
0.038000,0.0147,0.9807,-0.0516,0.982
0.039000,0.0159,0.9795,-0.0496,0.981
0.050000,0.0151,0.9797,-0.0533,0.981
0.051000,0.0178,0.9812,-0.0535,0.983
0.051000,0.0193,0.9797,-0.0537,0.981
0.051000,0.0200,0.9795,-0.0550,0.981
0.052000,0.0144,0.9809,-0.0569,0.983
0.052000,0.0112,0.9814,-0.0572,0.983
0.054000,0.0081,0.9809,-0.0581,0.983
0.076000,0.0064,0.9831,-0.0589,0.985
0.077000,0.0073,0.9848,-0.0589,0.987
0.077000,0.0071,0.9836,-0.0586,0.985
0.077000,0.0066,0.9826,-0.0586,0.984
0.077000,0.0129,0.9770,-0.0586,0.979
0.078000,0.0144,0.9770,-0.0589,0.979
0.078000,0.0147,0.9787,-0.0613,0.981
0.078000,0.0134,0.9792,-0.0608,0.981
0.079000,0.0115,0.9787,-0.0608,0.981
0.079000,0.0100,0.9790,-0.0591,0.981
0.079000,0.0095,0.9785,-0.0557,0.980
0.080000,0.0122,0.9765,-0.0486,0.978
0.080000,0.0122,0.9763,-0.0457,0.977
0.096000,0.0103,0.9795,-0.0391,0.980
0.097000,0.0076,0.9807,-0.0315,0.981
0.097000,0.0061,0.9817,-0.0283,0.982
0.098000,0.0015,0.9836,-0.0274,0.984
0.099000,0.0046,0.9834,-0.0286,0.984
0.099000,0.0081,0.9836,-0.0349,0.984
0.100000,0.0115,0.9824,-0.0425,0.983
0.100000,0.0125,0.9821,-0.0467,0.983
0.101000,0.0144,0.9819,-0.0525,0.983
0.101000,0.0161,0.9809,-0.0555,0.983
0.101000,0.0183,0.9785,-0.0623,0.981
0.107000,0.0198,0.9782,-0.0669,0.981
0.107000,0.0205,0.9792,-0.0711,0.982
0.108000,0.0213,0.9797,-0.0711,0.983
0.110000,0.0213,0.9775,-0.0706,0.980
0.112000,0.0222,0.9770,-0.0730,0.980
0.113000,0.0208,0.9773,-0.0733,0.980
0.115000,0.0193,0.9763,-0.0713,0.979
0.117000,0.0191,0.9773,-0.0682,0.980
0.119000,0.0191,0.9770,-0.0667,0.979
0.121000,0.0178,0.9777,-0.0665,0.980
0.123000,0.0166,0.9802,-0.0635,0.982
0.125000,0.0137,0.9790,-0.0606,0.981
0.130000,0.0112,0.9795,-0.0589,0.981
0.130000,0.0110,0.9792,-0.0577,0.981
0.131000,0.0139,0.9795,-0.0562,0.981
0.133000,0.0149,0.9802,-0.0555,0.982
0.135000,0.0176,0.9807,-0.0537,0.982
0.137000,0.0193,0.9775,-0.0540,0.979
0.139000,0.0195,0.9768,-0.0537,0.978
0.141000,0.0205,0.9782,-0.0535,0.980
0.143000,0.0205,0.9773,-0.0537,0.979
0.145000,0.0176,0.9770,-0.0572,0.979
0.147000,0.0154,0.9780,-0.0567,0.980
0.149000,0.0127,0.9777,-0.0562,0.979
0.151000,0.0122,0.9780,-0.0555,0.980
0.153000,0.0127,0.9777,-0.0547,0.979
0.155000,0.0139,0.9787,-0.0545,0.980
0.157000,0.0142,0.9802,-0.0520,0.982
0.159000,0.0144,0.9775,-0.0498,0.979
0.164000,0.0159,0.9770,-0.0491,0.978
0.164000,0.0154,0.9787,-0.0518,0.980
0.165000,0.0159,0.9787,-0.0496,0.980
0.167000,0.0161,0.9782,-0.0479,0.980
0.169000,0.0181,0.9785,-0.0501,0.980
0.171000,0.0210,0.9787,-0.0513,0.980
0.173000,0.0217,0.9777,-0.0501,0.979
0.175000,0.0225,0.9782,-0.0494,0.980
0.186000,0.0208,0.9777,-0.0498,0.979
0.187000,0.0166,0.9768,-0.0511,0.978
0.187000,0.0144,0.9777,-0.0528,0.979
0.187000,0.0120,0.9782,-0.0572,0.980
0.187000,0.0098,0.9782,-0.0586,0.980
0.188000,0.0086,0.9775,-0.0579,0.979
0.189000,0.0090,0.9780,-0.0584,0.980
0.198000,0.0088,0.9797,-0.0572,0.981
0.199000,0.0095,0.9785,-0.0562,0.980
0.199000,0.0103,0.9782,-0.0542,0.980
0.199000,0.0122,0.9765,-0.0489,0.978
0.200000,0.0173,0.9746,-0.0479,0.976
0.201000,0.0181,0.9748,-0.0476,0.976
0.203000,0.0183,0.9755,-0.0447,0.977
0.205000,0.0188,0.9760,-0.0442,0.977
0.207000,0.0188,0.9765,-0.0454,0.978
0.209000,0.0203,0.9760,-0.0454,0.977
0.215000,0.0205,0.9777,-0.0484,0.979
0.216000,0.0235,0.9785,-0.0535,0.980
0.216000,0.0259,0.9775,-0.0564,0.979
0.217000,0.0281,0.9758,-0.0611,0.978
0.219000,0.0330,0.9755,-0.0660,0.978
0.221000,0.0349,0.9738,-0.0684,0.977
0.223000,0.0349,0.9731,-0.0755,0.977
0.225000,0.0337,0.9755,-0.0806,0.979
0.231000,0.0318,0.9760,-0.0836,0.980
0.231000,0.0298,0.9777,-0.0858,0.982
0.231000,0.0252,0.9792,-0.0889,0.984
0.233000,0.0215,0.9782,-0.0894,0.983
0.235000,0.0208,0.9790,-0.0892,0.983
0.237000,0.0195,0.9782,-0.0865,0.982
0.239000,0.0198,0.9797,-0.0801,0.983
0.241000,0.0195,0.9797,-0.0779,0.983
0.244000,0.0173,0.9799,-0.0730,0.983
0.249000,0.0151,0.9795,-0.0655,0.982
0.250000,0.0125,0.9809,-0.0577,0.983
0.250000,0.0105,0.9809,-0.0533,0.982
0.251000,0.0071,0.9817,-0.0459,0.983
0.253000,0.0039,0.9841,-0.0415,0.985
0.255000,0.0039,0.9843,-0.0396,0.985
0.257000,0.0032,0.9861,-0.0401,0.987
0.259000,0.0010,0.9856,-0.0386,0.986
0.264000,-0.0002,0.9856,-0.0376,0.986
0.266000,-0.0015,0.9843,-0.0364,0.985
0.266000,0.0015,0.9836,-0.0388,0.984
0.267000,0.0039,0.9836,-0.0393,0.984
0.269000,0.0044,0.9831,-0.0403,0.984
0.271000,0.0054,0.9799,-0.0398,0.981
0.274000,0.0081,0.9797,-0.0366,0.980
0.275000,0.0076,0.9797,-0.0349,0.980
0.284000,0.0066,0.9804,-0.0335,0.981
0.284000,0.0051,0.9819,-0.0315,0.982
0.284000,0.0049,0.9814,-0.0310,0.982
0.286000,0.0059,0.9807,-0.0305,0.981
0.287000,0.0081,0.9804,-0.0332,0.981
0.287000,0.0076,0.9826,-0.0371,0.983
0.289000,0.0064,0.9819,-0.0374,0.983
0.291000,0.0073,0.9809,-0.0408,0.982
0.293000,0.0095,0.9814,-0.0464,0.983
0.304000,0.0107,0.9797,-0.0498,0.981
0.304000,0.0139,0.9785,-0.0530,0.980
0.304000,0.0198,0.9760,-0.0574,0.978
0.305000,0.0254,0.9751,-0.0613,0.977
0.305000,0.0276,0.9746,-0.0621,0.977
0.305000,0.0308,0.9753,-0.0645,0.978
0.307000,0.0291,0.9736,-0.0701,0.977
0.309000,0.0261,0.9736,-0.0709,0.977
0.314000,0.0252,0.9741,-0.0721,0.977
0.315000,0.0237,0.9726,-0.0713,0.976
0.315000,0.0222,0.9746,-0.0743,0.978
0.317000,0.0208,0.9748,-0.0745,0.978
0.319000,0.0176,0.9748,-0.0718,0.978
0.321000,0.0156,0.9758,-0.0728,0.979
0.323000,0.0147,0.9751,-0.0740,0.978
0.325000,0.0161,0.9741,-0.0713,0.977
0.334000,0.0173,0.9736,-0.0689,0.976
0.335000,0.0191,0.9736,-0.0665,0.976
0.335000,0.0249,0.9729,-0.0633,0.975
0.335000,0.0274,0.9721,-0.0589,0.974
0.335000,0.0296,0.9711,-0.0552,0.973
0.337000,0.0313,0.9716,-0.0530,0.974
0.339000,0.0315,0.9721,-0.0518,0.974
0.341000,0.0296,0.9726,-0.0498,0.974
0.349000,0.0286,0.9724,-0.0486,0.974
0.350000,0.0247,0.9738,-0.0445,0.975
0.350000,0.0200,0.9770,-0.0435,0.978
0.350000,0.0161,0.9790,-0.0437,0.980
0.351000,0.0132,0.9795,-0.0445,0.981
0.353000,0.0090,0.9787,-0.0440,0.980
0.355000,0.0083,0.9795,-0.0459,0.981
0.357000,0.0068,0.9799,-0.0464,0.981
0.359000,0.0086,0.9807,-0.0450,0.982
0.366000,0.0090,0.9799,-0.0420,0.981
0.366000,0.0090,0.9799,-0.0401,0.981
0.366000,0.0115,0.9814,-0.0379,0.982
0.367000,0.0103,0.9824,-0.0379,0.983
0.369000,0.0088,0.9829,-0.0393,0.984
0.371000,0.0088,0.9829,-0.0410,0.984
0.373000,0.0095,0.9817,-0.0445,0.983
0.375000,0.0098,0.9821,-0.0459,0.983
0.385000,0.0105,0.9824,-0.0467,0.984
0.385000,0.0076,0.9824,-0.0506,0.984
0.385000,0.0042,0.9814,-0.0533,0.983
0.385000,0.0027,0.9819,-0.0550,0.983
0.386000,0.0010,0.9829,-0.0557,0.984
0.387000,-0.0005,0.9834,-0.0547,0.985
0.389000,-0.0020,0.9851,-0.0550,0.987
0.391000,-0.0020,0.9856,-0.0542,0.987
0.397000,0.0005,0.9856,-0.0533,0.987
0.397000,0.0017,0.9851,-0.0479,0.986
0.398000,0.0020,0.9863,-0.0452,0.987
0.399000,0.0017,0.9875,-0.0410,0.988
0.401000,0.0044,0.9895,-0.0403,0.990
0.403000,0.0088,0.9865,-0.0430,0.988
0.405000,0.0100,0.9851,-0.0442,0.986
0.407000,0.0125,0.9836,-0.0474,0.985
0.409000,0.0161,0.9817,-0.0520,0.983
0.414000,0.0183,0.9814,-0.0557,0.983
0.414000,0.0230,0.9797,-0.0645,0.982
0.415000,0.0242,0.9782,-0.0713,0.981
0.417000,0.0271,0.9780,-0.0752,0.981
0.419000,0.0271,0.9768,-0.0777,0.980
0.421000,0.0274,0.9751,-0.0840,0.979
0.423000,0.0271,0.9755,-0.0884,0.980
0.425000,0.0271,0.9751,-0.0880,0.979
0.448000,0.0257,0.9746,-0.0838,0.979
0.449000,0.0249,0.9746,-0.0823,0.978
0.449000,0.0242,0.9753,-0.0804,0.979
0.450000,0.0230,0.9753,-0.0740,0.978
0.450000,0.0237,0.9741,-0.0687,0.977
0.450000,0.0230,0.9751,-0.0611,0.977
0.450000,0.0227,0.9748,-0.0584,0.977
0.451000,0.0227,0.9738,-0.0513,0.975
0.451000,0.0220,0.9753,-0.0450,0.977
0.451000,0.0198,0.9768,-0.0435,0.978
0.452000,0.0149,0.9773,-0.0391,0.978
0.452000,0.0125,0.9777,-0.0352,0.978
0.454000,0.0105,0.9775,-0.0327,0.978
0.461000,0.0056,0.9792,-0.0352,0.980
0.463000,0.0049,0.9797,-0.0366,0.980
0.464000,0.0042,0.9804,-0.0401,0.981
0.465000,0.0049,0.9804,-0.0403,0.981
0.467000,0.0073,0.9802,-0.0415,0.981
0.468000,0.0122,0.9790,-0.0457,0.980
0.487000,0.0137,0.9785,-0.0479,0.980
0.488000,0.0149,0.9787,-0.0503,0.980
0.488000,0.0147,0.9787,-0.0530,0.980
0.489000,0.0151,0.9782,-0.0569,0.980
0.489000,0.0156,0.9787,-0.0591,0.981
0.489000,0.0156,0.9785,-0.0618,0.981
0.490000,0.0166,0.9795,-0.0665,0.982
0.490000,0.0169,0.9787,-0.0687,0.981
0.491000,0.0181,0.9790,-0.0696,0.982
0.491000,0.0181,0.9768,-0.0713,0.980
0.492000,0.0183,0.9780,-0.0721,0.981
0.492000,0.0213,0.9782,-0.0726,0.981
0.493000,0.0220,0.9785,-0.0723,0.981
0.494000,0.0237,0.9770,-0.0713,0.980
0.494000,0.0235,0.9773,-0.0713,0.980
0.499000,0.0247,0.9777,-0.0667,0.980
0.500000,0.0242,0.9773,-0.0635,0.980
0.501000,0.0239,0.9773,-0.0594,0.979
0.501000,0.0239,0.9768,-0.0572,0.979
0.503000,0.0242,0.9777,-0.0559,0.980
0.505000,0.0227,0.9777,-0.0545,0.980
0.507000,0.0220,0.9773,-0.0540,0.979
0.509000,0.0200,0.9753,-0.0520,0.977
0.513000,0.0151,0.9763,-0.0498,0.978
0.514000,0.0112,0.9802,-0.0508,0.982
0.515000,0.0103,0.9817,-0.0491,0.983
0.517000,0.0073,0.9799,-0.0457,0.981
0.519000,0.0073,0.9782,-0.0425,0.979
0.521000,0.0068,0.9777,-0.0398,0.979
0.523000,0.0090,0.9804,-0.0381,0.981
0.526000,0.0078,0.9809,-0.0388,0.982
0.529000,0.0071,0.9799,-0.0398,0.981
0.529000,0.0059,0.9802,-0.0430,0.981
0.531000,0.0081,0.9773,-0.0491,0.979
0.533000,0.0100,0.9755,-0.0528,0.977
0.535000,0.0112,0.9777,-0.0547,0.979
0.537000,0.0149,0.9797,-0.0562,0.981
0.539000,0.0195,0.9782,-0.0562,0.980
0.541000,0.0205,0.9773,-0.0567,0.979
0.543000,0.0188,0.9790,-0.0574,0.981
0.547000,0.0173,0.9797,-0.0572,0.982
0.548000,0.0161,0.9812,-0.0572,0.983
0.549000,0.0147,0.9814,-0.0569,0.983
0.551000,0.0105,0.9853,-0.0574,0.987
0.553000,0.0073,0.9856,-0.0572,0.987
0.555000,0.0076,0.9858,-0.0579,0.988
0.557000,0.0061,0.9868,-0.0594,0.989
0.559000,0.0061,0.9861,-0.0608,0.988
0.565000,0.0071,0.9843,-0.0618,0.986
0.566000,0.0107,0.9846,-0.0638,0.987
0.566000,0.0117,0.9819,-0.0662,0.984
0.567000,0.0117,0.9804,-0.0679,0.983
0.569000,0.0142,0.9807,-0.0713,0.983
0.571000,0.0176,0.9802,-0.0726,0.983
0.574000,0.0203,0.9760,-0.0711,0.979
0.575000,0.0210,0.9741,-0.0696,0.977
0.581000,0.0244,0.9729,-0.0701,0.976
0.582000,0.0257,0.9733,-0.0713,0.976
0.582000,0.0244,0.9741,-0.0711,0.977
0.583000,0.0217,0.9741,-0.0706,0.977
0.585000,0.0205,0.9748,-0.0691,0.977
0.587000,0.0191,0.9743,-0.0674,0.977
0.589000,0.0161,0.9736,-0.0635,0.976
0.591000,0.0137,0.9753,-0.0616,0.977
0.594000,0.0115,0.9773,-0.0572,0.979
0.595000,0.0095,0.9777,-0.0545,0.979
0.597000,0.0073,0.9790,-0.0516,0.980
0.599000,0.0039,0.9819,-0.0496,0.983
0.601000,0.0024,0.9834,-0.0437,0.984
0.603000,0.0029,0.9829,-0.0418,0.984
0.605000,0.0044,0.9831,-0.0376,0.984
0.607000,0.0046,0.9821,-0.0322,0.983
0.609000,0.0064,0.9812,-0.0303,0.982
0.611000,0.0166,0.9773,-0.0325,0.978
0.613000,0.0330,0.9689,-0.0386,0.970
0.615000,0.0445,0.9643,-0.0428,0.966
0.617000,0.0796,0.9511,-0.0503,0.956
0.619000,0.1358,0.9303,-0.0628,0.942
0.621000,0.1656,0.9184,-0.0733,0.936
0.623000,0.2082,0.8971,-0.0941,0.926
0.625000,0.2001,0.8952,-0.1097,0.924
0.627000,0.1324,0.9259,-0.1104,0.942
0.630000,0.0909,0.9448,-0.1029,0.955
0.632000,0.0699,0.9523,-0.0982,0.960
0.634000,0.0310,0.9919,-0.0503,0.994
0.635000,0.0061,1.0002,-0.0215,1.000
0.637000,-0.0454,1.0139,-0.0042,1.015
0.639000,-0.0975,1.0239,-0.0200,1.029
0.641000,-0.1493,1.0427,-0.0164,1.053
0.643000,-0.1708,1.0547,-0.0105,1.068
0.645000,-0.1991,1.0686,-0.0100,1.087
0.647000,-0.2111,1.0711,-0.0222,1.092
0.649000,-0.2096,1.0677,-0.0296,1.088
0.651000,-0.1859,1.0520,-0.0474,1.069
0.653000,-0.1371,1.0300,-0.0677,1.041
0.655000,-0.0792,1.0117,-0.0828,1.018
0.658000,-0.0513,1.0024,-0.0845,1.007
0.659000,-0.0022,0.9843,-0.0792,0.988
0.666000,0.0335,0.9738,-0.0682,0.977
0.667000,0.0445,0.9709,-0.0621,0.974
0.667000,0.0274,0.9733,-0.0745,0.977
0.668000,-0.0459,0.9897,-0.1190,0.998
0.669000,-0.0926,1.0041,-0.1463,1.019
0.671000,-0.1644,1.0300,-0.1955,1.061
0.673000,-0.1720,1.0408,-0.2160,1.077
0.675000,-0.1515,1.0269,-0.1940,1.056
0.685000,-0.0765,1.0149,-0.1725,1.032
0.686000,0.0154,0.9931,-0.1251,1.001
0.686000,0.1092,0.9655,-0.0767,0.975
0.687000,0.1463,0.9526,-0.0618,0.966
0.687000,0.1864,0.9389,-0.0491,0.958
0.688000,0.1830,0.9435,-0.0506,0.962
0.689000,0.1720,0.9452,-0.0469,0.962
0.692000,0.1439,0.9494,-0.0428,0.961
0.698000,0.1158,0.9572,-0.0293,0.965
0.699000,0.0975,0.9592,0.0022,0.964
0.699000,0.0921,0.9597,0.0235,0.964
0.700000,0.0826,0.9643,0.0723,0.971
0.702000,0.0696,0.9653,0.1004,0.973
0.703000,0.0630,0.9628,0.0985,0.970
0.706000,0.0613,0.9504,0.0613,0.954
0.707000,0.0669,0.9382,0.0166,0.941
0.709000,0.0726,0.9379,-0.0144,0.941
0.715000,0.0748,0.9401,-0.0239,0.943
0.715000,0.0779,0.9467,-0.0342,0.951
0.716000,0.0745,0.9489,-0.0362,0.953
0.717000,0.0743,0.9496,-0.0320,0.953
0.719000,0.0709,0.9543,-0.0286,0.957
0.721000,0.0608,0.9624,-0.0381,0.965
0.723000,0.0525,0.9675,-0.0457,0.970
0.725000,0.0320,0.9785,-0.0589,0.981
0.728000,0.0059,0.9914,-0.0716,0.994
0.729000,-0.0191,1.0024,-0.0914,1.007
0.732000,-0.0281,1.0080,-0.1004,1.013
0.734000,-0.0401,1.0171,-0.1026,1.023
0.735000,-0.0496,1.0183,-0.1002,1.024
0.737000,-0.0552,1.0168,-0.1014,1.023
0.739000,-0.0716,1.0227,-0.1156,1.032
0.741000,-0.0914,1.0337,-0.1234,1.045
0.743000,-0.1007,1.0454,-0.1129,1.056
0.746000,-0.1143,1.0479,-0.1021,1.059
0.747000,-0.1131,1.0466,-0.0777,1.056
0.749000,-0.0933,1.0405,-0.0498,1.046
0.752000,-0.0818,1.0376,-0.0362,1.041
0.753000,-0.0555,1.0337,-0.0134,1.035
0.756000,-0.0279,1.0330,0.0010,1.033
0.757000,-0.0188,1.0342,0.0032,1.034
0.759000,-0.0142,1.0369,0.0022,1.037
0.766000,-0.0191,1.0459,-0.0066,1.046
0.767000,-0.0186,1.0576,-0.0134,1.058
0.767000,-0.0156,1.0647,-0.0127,1.065
0.768000,-0.0059,1.0769,-0.0139,1.077
0.769000,0.0061,1.0813,-0.0217,1.082
0.771000,0.0090,1.0796,-0.0281,1.080
0.773000,0.0046,1.0708,-0.0359,1.071
0.776000,-0.0005,1.0579,-0.0408,1.059
0.798000,-0.0005,1.0591,-0.0445,1.060
0.799000,0.0056,1.0591,-0.0432,1.060
0.799000,0.0161,1.0454,-0.0384,1.046
0.800000,0.0274,1.0141,-0.0347,1.015
0.800000,0.0342,1.0012,-0.0340,1.002
0.800000,0.0516,0.9821,-0.0313,0.984
0.801000,0.0601,0.9611,-0.0266,0.963
0.801000,0.0596,0.9555,-0.0247,0.958
0.802000,0.0559,0.9538,-0.0186,0.956
0.802000,0.0550,0.9665,-0.0120,0.968
0.803000,0.0508,0.9887,-0.0046,0.990
0.803000,0.0484,0.9990,0.0007,1.000
0.804000,0.0391,1.0139,0.0151,1.015
0.804000,0.0388,1.0244,0.0264,1.025
0.806000,0.0430,1.0337,0.0303,1.035
0.807000,0.0452,1.0574,0.0435,1.059
0.809000,0.0322,1.0657,0.0564,1.068
0.812000,0.0257,1.0677,0.0572,1.069
0.814000,0.0122,1.0794,0.0613,1.081
0.815000,0.0093,1.0870,0.0579,1.089
0.818000,0.0105,1.0987,0.0572,1.100
0.820000,0.0137,1.1036,0.0550,1.105
0.821000,0.0188,1.1138,0.0508,1.115
0.824000,0.0183,1.1314,0.0525,1.133
0.826000,0.0208,1.1417,0.0491,1.143
0.832000,0.0349,1.1554,0.0406,1.157
0.833000,0.0591,1.1544,0.0254,1.156
0.833000,0.0906,1.1429,0.0100,1.147
0.834000,0.1080,1.1356,-0.0010,1.141
0.836000,0.1366,1.1292,-0.0247,1.138
0.837000,0.1522,1.1256,-0.0430,1.137
0.840000,0.1534,1.1221,-0.0489,1.134
0.842000,0.1466,1.1124,-0.0518,1.123
0.844000,0.1226,1.1165,-0.0550,1.125
0.846000,0.1097,1.1243,-0.0577,1.131
0.848000,0.0858,1.1392,-0.0567,1.144
0.849000,0.0652,1.1512,-0.0547,1.154
0.851000,0.0508,1.1602,-0.0445,1.162
0.853000,0.0445,1.1615,-0.0388,1.163
0.855000,0.0352,1.1580,-0.0288,1.159
0.858000,0.0291,1.1485,-0.0127,1.149
0.860000,0.0178,1.1451,0.0037,1.145
0.866000,0.0129,1.1412,0.0086,1.141
0.867000,0.0024,1.1282,0.0166,1.128
0.868000,-0.0056,1.1126,0.0266,1.113
0.868000,-0.0093,1.1031,0.0320,1.104
0.869000,-0.0076,1.0784,0.0362,1.079
0.872000,-0.0027,1.0535,0.0415,1.054
0.874000,-0.0032,1.0249,0.0442,1.026
0.875000,-0.0042,1.0085,0.0464,1.010
0.886000,-0.0103,0.9851,0.0533,0.987
0.886000,-0.0132,0.9807,0.0564,0.982
0.887000,-0.0195,0.9738,0.0540,0.976
0.887000,-0.0230,0.9755,0.0474,0.977
0.888000,-0.0310,0.9931,0.0481,0.995
0.888000,-0.0332,1.0066,0.0403,1.008
0.890000,-0.0340,1.0334,0.0173,1.034
0.891000,-0.0271,1.0657,-0.0022,1.066
0.898000,-0.0239,1.0818,-0.0149,1.082
0.899000,-0.0134,1.1031,-0.0457,1.104
0.900000,-0.0015,1.1251,-0.0718,1.127
0.901000,0.0117,1.1387,-0.0948,1.143
0.902000,0.0164,1.1471,-0.1058,1.152
0.904000,0.0237,1.1693,-0.1280,1.177
0.905000,0.0281,1.1993,-0.1522,1.209
0.907000,0.0279,1.2179,-0.1608,1.229
0.909000,0.0259,1.2565,-0.1820,1.270
0.917000,0.0264,1.2878,-0.1996,1.303
0.918000,0.0247,1.3249,-0.2233,1.344
0.918000,0.0242,1.3337,-0.2228,1.352
0.919000,0.0210,1.3415,-0.2470,1.364
0.920000,0.0154,1.3430,-0.2363,1.364
0.922000,0.0122,1.3425,-0.2355,1.363
0.924000,0.0112,1.3430,-0.2275,1.362
0.926000,0.0081,1.3352,-0.2182,1.353
0.948000,0.0076,1.3315,-0.2150,1.349
0.949000,0.0046,1.3252,-0.1947,1.339
0.951000,-0.0010,1.3178,-0.1735,1.329
0.951000,-0.0039,1.3125,-0.1481,1.321
0.952000,-0.0059,1.3142,-0.1332,1.321
0.953000,-0.0107,1.3198,-0.1160,1.325
0.953000,-0.0166,1.3256,-0.0970,1.329
0.954000,-0.0205,1.3293,-0.0862,1.332
0.954000,-0.0291,1.3332,-0.0635,1.335
0.955000,-0.0362,1.3401,-0.0384,1.341
0.955000,-0.0379,1.3440,-0.0315,1.345
0.956000,-0.0401,1.3557,-0.0169,1.356
0.956000,-0.0450,1.3704,-0.0086,1.371
0.957000,-0.0474,1.3796,-0.0071,1.380
0.957000,-0.0476,1.3867,-0.0039,1.388
0.958000,-0.0491,1.4033,-0.0007,1.404
0.959000,-0.0498,1.4182,0.0049,1.419
0.961000,-0.0511,1.4261,0.0073,1.427
0.963000,-0.0569,1.4410,0.0086,1.442
0.965000,-0.0591,1.4571,-0.0068,1.458
0.967000,-0.0618,1.4776,-0.0100,1.479
0.969000,-0.0723,1.4866,-0.0191,1.489
0.971000,-0.0853,1.5023,-0.0596,1.506
0.973000,-0.0948,1.5165,-0.0528,1.520
0.975000,-0.0967,1.5262,-0.0476,1.530
0.982000,-0.0970,1.5416,-0.0696,1.546
0.983000,-0.0884,1.5524,-0.0970,1.558
0.984000,-0.0862,1.5533,-0.1368,1.562
0.985000,-0.0804,1.5565,-0.1705,1.568
0.986000,-0.0713,1.5673,-0.1322,1.574
0.988000,-0.0608,1.5763,-0.1366,1.583
0.990000,-0.0528,1.5802,-0.1185,1.586
0.992000,-0.0308,1.5819,-0.1026,1.586
0.997000,-0.0230,1.5746,-0.2126,1.589
0.998000,-0.0217,1.5697,-0.2206,1.585
0.998000,-0.0134,1.5533,-0.1378,1.560
0.999000,-0.0027,1.5314,-0.0706,1.533
1.001000,0.0029,1.5062,-0.0454,1.507
1.004000,0.0068,1.4896,-0.0403,1.490
1.006000,0.0083,1.4476,-0.0396,1.448
1.008000,0.0029,1.3941,-0.0410,1.395
1.010000,-0.0078,1.3640,-0.0494,1.365
1.012000,-0.0494,1.3125,0.0076,1.313
1.014000,-0.1126,1.2682,0.0682,1.275
1.015000,-0.1539,1.2455,0.0755,1.257
1.018000,-0.2480,1.2035,0.1527,1.238
1.020000,-0.3352,1.1835,0.2558,1.256
1.021000,-0.3921,1.1637,0.2836,1.260
1.023000,-0.4078,1.1456,0.2736,1.246
1.026000,-0.4192,1.0984,0.2331,1.199
1.028000,-0.4227,1.0567,0.2275,1.161
1.030000,-0.4258,1.0408,0.2424,1.150
1.032000,-0.4337,1.0193,0.2665,1.139
1.034000,-0.4393,1.0122,0.2812,1.139
1.035000,-0.4422,1.0154,0.3010,1.148
1.038000,-0.4459,1.0212,0.3039,1.155
1.040000,-0.4456,1.0410,0.3066,1.173
1.042000,-0.4473,1.0706,0.2956,1.197
1.045000,-0.4486,1.0865,0.2800,1.208
1.046000,-0.4539,1.1219,0.2582,1.237
1.048000,-0.4603,1.1627,0.2365,1.273
1.050000,-0.4671,1.1842,0.2289,1.293
1.052000,-0.4820,1.2230,0.2167,1.332
1.054000,-0.4960,1.2536,0.1808,1.360
1.056000,-0.5165,1.2795,0.1659,1.390
1.058000,-0.5263,1.2917,0.1615,1.404
1.059000,-0.5460,1.3110,0.1339,1.426
1.065000,-0.5629,1.3259,0.1031,1.444
1.066000,-0.5690,1.3318,0.0875,1.451
1.067000,-0.5817,1.3469,0.0564,1.468
1.068000,-0.5949,1.3623,0.0366,1.487
1.070000,-0.6088,1.3743,0.0232,1.503
1.072000,-0.6171,1.3779,0.0215,1.510
1.074000,-0.6301,1.3809,0.0159,1.518
1.076000,-0.6403,1.3789,0.0156,1.520
1.082000,-0.6447,1.3757,0.0200,1.519
1.083000,-0.6489,1.3608,0.0286,1.508
1.083000,-0.6533,1.3430,0.0413,1.494
1.084000,-0.6574,1.3340,0.0479,1.488
1.086000,-0.6746,1.3125,0.0596,1.477
1.088000,-0.6951,1.2875,0.0772,1.465
1.089000,-0.7161,1.2621,0.1060,1.455
1.092000,-0.7268,1.2489,0.1214,1.450
1.095000,-0.7434,1.2272,0.1537,1.443
1.096000,-0.7559,1.2015,0.1842,1.431
1.098000,-0.7623,1.1871,0.2003,1.425
1.100000,-0.7740,1.1571,0.2348,1.412
1.102000,-0.7879,1.1216,0.2695,1.397
1.104000,-0.7960,1.0894,0.2861,1.379
