time,gFx,gFy,gFz,TgF
0.315000,0.0525,0.9751,0.0244,0.977
0.317000,0.0537,0.9751,0.0220,0.977
0.319000,0.0533,0.9758,0.0173,0.977
0.322000,0.0528,0.9753,0.0134,0.977
0.323000,0.0518,0.9775,0.0095,0.979
0.325000,0.0469,0.9777,0.0093,0.979
0.327000,0.0440,0.9770,0.0105,0.978
0.329000,0.0381,0.9773,0.0159,0.978
0.331000,0.0330,0.9812,0.0230,0.982
0.333000,0.0308,0.9821,0.0266,0.983
0.335000,0.0296,0.9839,0.0332,0.985
0.338000,0.0269,0.9878,0.0396,0.989
0.339000,0.0247,0.9868,0.0474,0.988
0.341000,0.0222,0.9880,0.0489,0.989
0.343000,0.0171,0.9880,0.0484,0.989
0.345000,0.0137,0.9897,0.0496,0.991
0.347000,0.0115,0.9904,0.0508,0.992
0.349000,0.0061,0.9931,0.0484,0.994
0.351000,0.0015,0.9926,0.0472,0.994
0.353000,0.0000,0.9900,0.0467,0.991
0.356000,-0.0032,0.9900,0.0464,0.991
0.357000,-0.0032,0.9900,0.0457,0.991
0.360000,0.0024,0.9875,0.0484,0.989
0.362000,0.0088,0.9868,0.0552,0.988
0.363000,0.0139,0.9856,0.0586,0.987
0.365000,0.0271,0.9829,0.0621,0.985
0.367000,0.0396,0.9824,0.0645,0.985
0.369000,0.0454,0.9821,0.0647,0.985
0.374000,0.0569,0.9829,0.0599,0.986
0.374000,0.0647,0.9804,0.0491,0.984
0.375000,0.0674,0.9782,0.0420,0.981
0.377000,0.0679,0.9777,0.0257,0.980
0.380000,0.0650,0.9792,0.0095,0.981
0.381000,0.0630,0.9799,0.0029,0.982
0.383000,0.0594,0.9819,-0.0078,0.984
0.387000,0.0550,0.9848,-0.0166,0.987
0.388000,0.0545,0.9858,-0.0188,0.987
0.389000,0.0518,0.9858,-0.0186,0.987
0.391000,0.0516,0.9831,-0.0151,0.985
0.393000,0.0537,0.9821,-0.0049,0.984
0.395000,0.0555,0.9817,-0.0002,0.983
0.397000,0.0569,0.9787,0.0137,0.980
0.400000,0.0564,0.9785,0.0235,0.980
0.401000,0.0547,0.9792,0.0281,0.981
0.403000,0.0494,0.9797,0.0362,0.982
0.406000,0.0415,0.9807,0.0393,0.982
0.407000,0.0359,0.9812,0.0425,0.983
0.409000,0.0325,0.9812,0.0435,0.983
0.411000,0.0252,0.9812,0.0457,0.983
0.413000,0.0193,0.9814,0.0469,0.983
0.415000,0.0176,0.9809,0.0484,0.982
0.417000,0.0164,0.9814,0.0513,0.983
0.419000,0.0161,0.9812,0.0528,0.983
0.422000,0.0164,0.9856,0.0523,0.987
0.423000,0.0164,0.9873,0.0518,0.989
0.425000,0.0186,0.9880,0.0501,0.989
0.427000,0.0210,0.9873,0.0474,0.989
0.429000,0.0227,0.9878,0.0457,0.989
0.431000,0.0266,0.9863,0.0415,0.988
0.433000,0.0315,0.9861,0.0376,0.987
0.435000,0.0332,0.9875,0.0352,0.989
0.438000,0.0381,0.9875,0.0310,0.989
0.440000,0.0401,0.9865,0.0279,0.988
0.441000,0.0440,0.9868,0.0254,0.988
0.443000,0.0464,0.9865,0.0232,0.988
0.445000,0.0479,0.9863,0.0195,0.988
0.447000,0.0496,0.9875,0.0139,0.989
0.449000,0.0498,0.9870,0.0120,0.988
0.451000,0.0501,0.9848,0.0086,0.986
0.453000,0.0508,0.9851,0.0032,0.986
0.456000,0.0508,0.9863,0.0020,0.988
0.458000,0.0513,0.9858,0.0020,0.987
0.460000,0.0540,0.9848,0.0037,0.986
0.462000,0.0535,0.9839,0.0086,0.985
0.463000,0.0537,0.9831,0.0100,0.985
0.466000,0.0496,0.9826,0.0122,0.984
0.468000,0.0442,0.9836,0.0164,0.985
0.470000,0.0381,0.9843,0.0200,0.985
0.474000,0.0352,0.9839,0.0222,0.985
0.475000,0.0315,0.9831,0.0244,0.984
0.476000,0.0291,0.9836,0.0271,0.984
0.478000,0.0274,0.9841,0.0291,0.985
0.480000,0.0276,0.9809,0.0332,0.982
0.482000,0.0291,0.9792,0.0391,0.980
0.484000,0.0296,0.9773,0.0423,0.979
0.486000,0.0320,0.9758,0.0491,0.978
0.497000,0.0349,0.9743,0.0537,0.976
0.498000,0.0354,0.9758,0.0542,0.978
0.498000,0.0352,0.9763,0.0555,0.978
0.499000,0.0318,0.9763,0.0564,0.978
0.499000,0.0325,0.9765,0.0523,0.978
0.500000,0.0320,0.9768,0.0513,0.979
0.500000,0.0344,0.9780,0.0469,0.980
0.502000,0.0337,0.9795,0.0442,0.981
0.513000,0.0337,0.9797,0.0442,0.981
0.514000,0.0364,0.9792,0.0420,0.981
0.515000,0.0386,0.9790,0.0410,0.981
0.515000,0.0398,0.9807,0.0408,0.982
0.515000,0.0408,0.9817,0.0408,0.983
0.516000,0.0425,0.9826,0.0391,0.984
0.520000,0.0413,0.9853,0.0359,0.987
0.520000,0.0403,0.9865,0.0337,0.988
0.521000,0.0401,0.9892,0.0298,0.990
0.525000,0.0369,0.9946,0.0220,0.996
0.526000,0.0327,0.9953,0.0164,0.996
0.527000,0.0308,0.9961,0.0129,0.997
0.527000,0.0293,0.9909,0.0093,0.991
0.529000,0.0281,0.9900,0.0076,0.990
0.531000,0.0281,0.9887,0.0086,0.989
0.533000,0.0279,0.9870,0.0103,0.987
0.535000,0.0264,0.9880,0.0171,0.989
0.539000,0.0257,0.9892,0.0203,0.990
0.540000,0.0244,0.9887,0.0286,0.989
0.542000,0.0239,0.9895,0.0335,0.990
0.543000,0.0232,0.9914,0.0369,0.992
0.545000,0.0239,0.9909,0.0391,0.992
0.547000,0.0222,0.9865,0.0393,0.988
0.549000,0.0237,0.9836,0.0344,0.984
0.551000,0.0261,0.9826,0.0308,0.983
0.553000,0.0283,0.9792,0.0247,0.980
0.556000,0.0301,0.9773,0.0252,0.978
0.557000,0.0310,0.9763,0.0269,0.977
0.560000,0.0344,0.9768,0.0298,0.978
0.561000,0.0359,0.9770,0.0335,0.978
0.563000,0.0384,0.9782,0.0379,0.980
0.565000,0.0388,0.9780,0.0393,0.980
0.567000,0.0366,0.9795,0.0398,0.981
0.569000,0.0354,0.9795,0.0430,0.981
0.574000,0.0352,0.9792,0.0445,0.981
0.575000,0.0313,0.9790,0.0474,0.981
0.575000,0.0281,0.9799,0.0506,0.982
0.577000,0.0235,0.9819,0.0552,0.984
0.580000,0.0198,0.9824,0.0572,0.984
0.583000,0.0122,0.9848,0.0589,0.987
0.584000,0.0061,0.9873,0.0579,0.989
0.585000,0.0044,0.9895,0.0562,0.991
0.593000,0.0015,0.9904,0.0518,0.992
0.593000,0.0046,0.9887,0.0503,0.990
0.594000,0.0061,0.9878,0.0496,0.989
0.595000,0.0139,0.9824,0.0467,0.984
0.596000,0.0210,0.9775,0.0432,0.979
0.598000,0.0305,0.9748,0.0398,0.976
0.600000,0.0344,0.9733,0.0386,0.975
0.602000,0.0391,0.9709,0.0376,0.972
0.603000,0.0408,0.9709,0.0386,0.973
0.605000,0.0408,0.9719,0.0388,0.974
0.607000,0.0437,0.9731,0.0376,0.975
0.609000,0.0454,0.9731,0.0374,0.975
0.611000,0.0501,0.9748,0.0369,0.977
0.613000,0.0520,0.9753,0.0354,0.977
0.615000,0.0535,0.9760,0.0318,0.978
0.617000,0.0537,0.9760,0.0325,0.978
0.619000,0.0528,0.9755,0.0332,0.978
0.622000,0.0501,0.9765,0.0325,0.978
0.623000,0.0484,0.9765,0.0308,0.978
0.625000,0.0457,0.9773,0.0288,0.979
0.627000,0.0384,0.9792,0.0283,0.980
0.629000,0.0347,0.9804,0.0264,0.981
0.631000,0.0310,0.9819,0.0264,0.983
0.633000,0.0288,0.9829,0.0269,0.984
0.635000,0.0279,0.9821,0.0313,0.983
0.639000,0.0286,0.9812,0.0347,0.982
0.640000,0.0296,0.9817,0.0374,0.983
0.641000,0.0313,0.9807,0.0450,0.982
0.643000,0.0327,0.9819,0.0511,0.984
0.645000,0.0322,0.9836,0.0555,0.986
0.647000,0.0325,0.9843,0.0564,0.986
0.649000,0.0310,0.9834,0.0569,0.985
0.651000,0.0293,0.9843,0.0567,0.986
0.653000,0.0283,0.9865,0.0562,0.989
0.656000,0.0271,0.9892,0.0520,0.991
0.657000,0.0264,0.9902,0.0432,0.991
0.659000,0.0274,0.9890,0.0396,0.990
0.662000,0.0489,0.9851,0.0269,0.987
0.663000,0.0513,0.9846,0.0308,0.986
0.665000,0.0445,0.9887,0.0418,0.991
0.667000,0.0406,0.9909,0.0391,0.993
0.669000,0.0318,0.9941,0.0178,0.995
0.674000,0.0191,0.9951,0.0015,0.995
0.674000,0.0151,0.9944,0.0007,0.994
0.675000,0.0137,0.9970,0.0073,0.997
0.677000,0.0164,0.9990,0.0142,0.999
0.681000,0.0249,0.9946,0.0181,0.995
0.682000,0.0296,0.9914,0.0186,0.992
0.683000,0.0366,0.9846,0.0195,0.985
0.685000,0.0437,0.9817,0.0173,0.983
0.691000,0.0472,0.9787,0.0154,0.980
0.692000,0.0540,0.9736,0.0147,0.975
0.693000,0.0603,0.9694,0.0142,0.971
0.693000,0.0613,0.9704,0.0159,0.972
0.695000,0.0611,0.9733,0.0154,0.975
0.697000,0.0743,0.9711,0.0122,0.974
0.699000,0.0779,0.9682,0.0313,0.972
0.701000,0.0740,0.9677,0.0420,0.971
0.703000,0.0621,0.9711,0.0479,0.974
0.706000,0.0496,0.9758,0.0315,0.978
0.707000,0.0410,0.9775,0.0257,0.979
0.709000,0.0257,0.9787,0.0242,0.979
0.711000,0.0161,0.9807,0.0310,0.981
0.713000,0.0144,0.9848,0.0362,0.986
0.715000,0.0122,0.9865,0.0384,0.987
0.717000,0.0115,0.9865,0.0410,0.987
0.719000,0.0134,0.9848,0.0418,0.986
0.722000,0.0161,0.9836,0.0396,0.985
0.724000,0.0178,0.9831,0.0403,0.984
0.726000,0.0215,0.9843,0.0393,0.985
0.728000,0.0247,0.9851,0.0415,0.986
0.730000,0.0266,0.9848,0.0415,0.986
0.731000,0.0283,0.9846,0.0403,0.986
0.733000,0.0315,0.9839,0.0374,0.985
0.735000,0.0330,0.9836,0.0362,0.985
0.738000,0.0342,0.9841,0.0344,0.985
0.739000,0.0349,0.9853,0.0340,0.987
0.742000,0.0344,0.9858,0.0330,0.987
0.743000,0.0332,0.9870,0.0313,0.988
0.745000,0.0301,0.9892,0.0313,0.990
0.747000,0.0279,0.9875,0.0335,0.988
0.749000,0.0244,0.9861,0.0332,0.987
0.751000,0.0244,0.9856,0.0308,0.986
0.753000,0.0279,0.9895,0.0269,0.990
0.756000,0.0283,0.9895,0.0254,0.990
0.758000,0.0286,0.9900,0.0254,0.991
0.760000,0.0296,0.9892,0.0254,0.990
0.764000,0.0298,0.9887,0.0257,0.990
0.764000,0.0330,0.9890,0.0252,0.990
0.766000,0.0340,0.9887,0.0200,0.990
0.767000,0.0349,0.9875,0.0171,0.988
0.770000,0.0357,0.9882,0.0147,0.989
0.774000,0.0354,0.9870,0.0107,0.988
0.775000,0.0347,0.9890,0.0081,0.990
0.776000,0.0359,0.9885,0.0090,0.989
0.778000,0.0364,0.9878,0.0105,0.988
0.780000,0.0352,0.9841,0.0142,0.985
0.783000,0.0347,0.9836,0.0151,0.984
0.783000,0.0352,0.9829,0.0154,0.984
0.786000,0.0354,0.9834,0.0198,0.984
0.788000,0.0357,0.9831,0.0227,0.984
0.795000,0.0354,0.9834,0.0247,0.984
0.796000,0.0362,0.9836,0.0274,0.985
0.796000,0.0369,0.9843,0.0330,0.986
0.797000,0.0354,0.9839,0.0344,0.985
0.798000,0.0340,0.9846,0.0376,0.986
0.800000,0.0327,0.9846,0.0376,0.986
0.801000,0.0393,0.9802,0.0296,0.981
0.804000,0.0474,0.9765,0.0259,0.978
0.806000,0.0528,0.9753,0.0406,0.978
0.807000,0.0450,0.9773,0.0530,0.980
0.809000,0.0406,0.9775,0.0518,0.980
0.811000,0.0301,0.9795,0.0381,0.981
0.813000,0.0161,0.9821,0.0281,0.983
0.815000,0.0125,0.9836,0.0266,0.984
0.817000,0.0110,0.9856,0.0269,0.986
0.820000,0.0183,0.9846,0.0254,0.985
0.822000,0.0332,0.9768,0.0242,0.978
0.823000,0.0408,0.9738,0.0222,0.975
0.825000,0.0516,0.9731,0.0203,0.975
0.827000,0.0594,0.9697,0.0225,0.972
0.829000,0.0623,0.9702,0.0244,0.972
0.831000,0.0647,0.9692,0.0254,0.972
0.833000,0.0645,0.9689,0.0208,0.971
0.835000,0.0691,0.9655,0.0183,0.968
0.837000,0.0684,0.9660,0.0210,0.969
0.840000,0.0611,0.9675,0.0222,0.970
0.842000,0.0520,0.9711,0.0107,0.973
0.843000,0.0464,0.9731,0.0056,0.974
0.845000,0.0322,0.9748,0.0039,0.975
0.847000,0.0200,0.9799,0.0137,0.980
0.849000,0.0154,0.9831,0.0269,0.984
0.851000,0.0073,0.9851,0.0313,0.986
0.854000,0.0010,0.9902,0.0413,0.991
0.856000,-0.0044,0.9897,0.0474,0.991
0.858000,-0.0071,0.9892,0.0467,0.990
0.860000,-0.0142,0.9919,0.0484,0.993
0.861000,-0.0188,0.9970,0.0513,0.999
0.864000,-0.0210,0.9992,0.0540,1.001
0.865000,-0.0242,1.0036,0.0574,1.006
0.867000,-0.0254,1.0073,0.0555,1.009
0.869000,-0.0259,1.0102,0.0479,1.012
0.874000,-0.0261,1.0112,0.0437,1.012
0.874000,-0.0213,1.0107,0.0327,1.011
0.875000,-0.0127,1.0083,0.0257,1.009
0.886000,-0.0083,1.0063,0.0217,1.007
0.887000,0.0024,1.0044,0.0181,1.005
0.887000,0.0139,0.9983,0.0205,0.999
0.888000,0.0247,0.9946,0.0222,0.995
0.888000,0.0303,0.9934,0.0222,0.994
0.889000,0.0376,0.9904,0.0193,0.991
0.894000,0.0396,0.9887,0.0147,0.990
0.894000,0.0396,0.9870,0.0122,0.988
0.895000,0.0388,0.9846,0.0066,0.985
0.896000,0.0357,0.9868,0.0064,0.987
0.898000,0.0342,0.9868,0.0078,0.987
0.899000,0.0320,0.9846,0.0090,0.985
0.902000,0.0310,0.9826,0.0103,0.983
0.903000,0.0325,0.9802,0.0107,0.981
0.906000,0.0337,0.9787,0.0112,0.979
0.907000,0.0357,0.9748,0.0134,0.976
0.910000,0.0388,0.9699,0.0215,0.971
0.912000,0.0398,0.9680,0.0249,0.969
0.913000,0.0432,0.9665,0.0320,0.968
0.915000,0.0445,0.9631,0.0388,0.965
0.917000,0.0442,0.9653,0.0425,0.967
0.919000,0.0418,0.9675,0.0428,0.969
0.922000,0.0386,0.9697,0.0413,0.971
0.923000,0.0352,0.9707,0.0362,0.972
0.925000,0.0344,0.9721,0.0335,0.973
0.927000,0.0310,0.9726,0.0276,0.973
0.929000,0.0279,0.9748,0.0205,0.975
0.931000,0.0279,0.9763,0.0181,0.977
0.933000,0.0283,0.9748,0.0159,0.975
0.936000,0.0337,0.9729,0.0178,0.974
0.940000,0.0401,0.9704,0.0183,0.971
0.940000,0.0428,0.9697,0.0188,0.971
0.942000,0.0501,0.9694,0.0183,0.971
0.945000,0.0567,0.9672,0.0156,0.969
0.946000,0.0594,0.9665,0.0161,0.968
0.948000,0.0635,0.9672,0.0171,0.969
0.950000,0.0640,0.9680,0.0227,0.970
0.952000,0.0643,0.9660,0.0235,0.968
0.954000,0.0635,0.9680,0.0208,0.970
0.956000,0.0616,0.9687,0.0193,0.971
0.958000,0.0611,0.9711,0.0151,0.973
0.960000,0.0589,0.9726,0.0134,0.974
0.962000,0.0530,0.9753,0.0139,0.977
0.964000,0.0459,0.9755,0.0151,0.977
0.966000,0.0406,0.9773,0.0195,0.978
0.968000,0.0318,0.9797,0.0259,0.981
0.970000,0.0261,0.9814,0.0283,0.982
0.974000,0.0203,0.9870,0.0286,0.988
0.975000,0.0188,0.9890,0.0296,0.990
0.976000,0.0147,0.9912,0.0288,0.992
0.979000,0.0112,0.9931,0.0276,0.994
0.981000,0.0093,0.9946,0.0266,0.995
0.982000,0.0044,0.9953,0.0274,0.996
0.985000,0.0027,0.9968,0.0288,0.997
0.986000,0.0032,0.9978,0.0298,0.998
0.989000,0.0022,0.9970,0.0308,0.998
0.992000,0.0046,0.9963,0.0310,0.997
0.993000,0.0051,0.9948,0.0322,0.995
0.994000,0.0054,0.9948,0.0322,0.995
0.995000,0.0056,0.9946,0.0335,0.995
0.997000,0.0044,0.9934,0.0335,0.994
1.000000,0.0042,0.9941,0.0332,0.995
1.002000,0.0056,0.9948,0.0313,0.995
1.004000,0.0066,0.9926,0.0330,0.993
1.006000,0.0068,0.9936,0.0318,0.994
1.007000,0.0076,0.9939,0.0318,0.994
1.010000,0.0081,0.9924,0.0298,0.993
1.012000,0.0098,0.9909,0.0249,0.991
1.014000,0.0105,0.9922,0.0232,0.992
1.016000,0.0129,0.9922,0.0220,0.992
1.018000,0.0156,0.9902,0.0208,0.991
1.020000,0.0173,0.9895,0.0193,0.990
1.023000,0.0227,0.9865,0.0191,0.987
1.024000,0.0247,0.9858,0.0198,0.986
1.026000,0.0310,0.9839,0.0200,0.985
1.028000,0.0335,0.9821,0.0205,0.983
1.029000,0.0376,0.9807,0.0203,0.982
1.031000,0.0393,0.9809,0.0193,0.982
1.034000,0.0406,0.9829,0.0186,0.984
1.036000,0.0396,0.9841,0.0181,0.985
1.038000,0.0362,0.9836,0.0183,0.984
1.040000,0.0318,0.9841,0.0176,0.985
1.042000,0.0305,0.9831,0.0183,0.984
1.044000,0.0298,0.9814,0.0203,0.982
1.045000,0.0320,0.9799,0.0239,0.981
1.048000,0.0337,0.9785,0.0249,0.979
1.050000,0.0386,0.9770,0.0254,0.978
1.052000,0.0396,0.9760,0.0237,0.977
1.054000,0.0423,0.9775,0.0222,0.979
1.056000,0.0440,0.9792,0.0193,0.980
1.058000,0.0445,0.9797,0.0191,0.981
1.060000,0.0469,0.9804,0.0188,0.982
1.062000,0.0472,0.9804,0.0178,0.982
1.064000,0.0462,0.9795,0.0178,0.981
1.066000,0.0472,0.9775,0.0169,0.979
1.068000,0.0469,0.9763,0.0171,0.978
1.070000,0.0491,0.9758,0.0176,0.977
1.074000,0.0523,0.9736,0.0205,0.975
1.075000,0.0555,0.9711,0.0210,0.973
1.075000,0.0569,0.9707,0.0208,0.973
1.078000,0.0569,0.9677,0.0244,0.970
1.080000,0.0542,0.9677,0.0296,0.970
1.082000,0.0459,0.9716,0.0347,0.973
1.084000,0.0415,0.9731,0.0354,0.975
1.086000,0.0340,0.9777,0.0340,0.979
1.091000,0.0281,0.9807,0.0320,0.982
1.092000,0.0254,0.9824,0.0305,0.983
1.092000,0.0213,0.9814,0.0274,0.982
1.094000,0.0222,0.9824,0.0252,0.983
1.096000,0.0225,0.9843,0.0249,0.985
1.098000,0.0254,0.9846,0.0237,0.985
1.100000,0.0281,0.9858,0.0230,0.986
1.102000,0.0291,0.9856,0.0244,0.986
1.104000,0.0301,0.9831,0.0279,0.984
1.106000,0.0335,0.9831,0.0288,0.984
1.108000,0.0342,0.9846,0.0293,0.986
1.110000,0.0335,0.9834,0.0313,0.984
1.112000,0.0337,0.9824,0.0310,0.983
1.114000,0.0315,0.9836,0.0332,0.985
1.116000,0.0303,0.9841,0.0327,0.985
1.118000,0.0279,0.9870,0.0320,0.988
1.122000,0.0230,0.9885,0.0301,0.989
1.123000,0.0217,0.9885,0.0296,0.989
1.123000,0.0225,0.9887,0.0296,0.989
1.125000,0.0222,0.9878,0.0274,0.988
1.128000,0.0230,0.9863,0.0271,0.987
1.129000,0.0244,0.9848,0.0274,0.986
1.132000,0.0264,0.9846,0.0249,0.985
1.133000,0.0274,0.9846,0.0247,0.985
1.135000,0.0264,0.9853,0.0247,0.986
1.138000,0.0259,0.9858,0.0261,0.986
1.140000,0.0247,0.9861,0.0283,0.987
1.142000,0.0188,0.9895,0.0298,0.990
1.144000,0.0176,0.9907,0.0310,0.991
1.146000,0.0173,0.9904,0.0340,0.991
1.148000,0.0161,0.9917,0.0347,0.992
1.150000,0.0164,0.9909,0.0344,0.992
